9.000000e-01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 2.673005e-09 3.867112e-11 2.000000e+02
1.900000e+00 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 4.194408e-08 3.637801e-10 2.000000e+02
2.900000e+00 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 2.091729e-07 1.293103e-09 2.000000e+02
3.900000e+00 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 6.508080e-07 3.143661e-09 2.000000e+02
4.900000e+00 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 1.564537e-06 6.231249e-09 2.000000e+02
5.900000e+00 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 3.195172e-06 1.087001e-08 2.000000e+02
6.900000e+00 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 5.829282e-06 1.737200e-08 2.000000e+02
7.900000e+00 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 9.788682e-06 2.604681e-08 2.000000e+02
8.900000e+00 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 1.542273e-05 3.720109e-08 2.000000e+02
9.900000e+00 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 2.310076e-05 5.113818e-08 2.000000e+02
1.090000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 3.320469e-05 6.815769e-08 2.000000e+02
1.190000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 4.612223e-05 8.855508e-08 2.000000e+02
1.290000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 6.223985e-05 1.126212e-07 2.000000e+02
1.390000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 8.193567e-05 1.406421e-07 2.000000e+02
1.490000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 1.055724e-04 1.728984e-07 2.000000e+02
1.590000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 1.334908e-04 2.096648e-07 2.000000e+02
1.690000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 1.660035e-04 2.512102e-07 2.000000e+02
1.790000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 2.033902e-04 2.977967e-07 2.000000e+02
1.890000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 2.458927e-04 3.496796e-07 2.000000e+02
1.990000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 2.937113e-04 4.071071e-07 2.000000e+02
2.090000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 3.470006e-04 4.703196e-07 2.000000e+02
2.190000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 4.058673e-04 5.395495e-07 2.000000e+02
2.290000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 4.703675e-04 6.150209e-07 2.000000e+02
2.390000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 5.405059e-04 6.969492e-07 2.000000e+02
2.490000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 6.162350e-04 7.855409e-07 2.000000e+02
2.590000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 6.974555e-04 8.809931e-07 2.000000e+02
2.690000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 7.840172e-04 9.834930e-07 2.000000e+02
2.790000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 8.757205e-04 1.093218e-06 2.000000e+02
2.890000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 9.723180e-04 1.210336e-06 2.000000e+02
2.990000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 1.073518e-03 1.335002e-06 2.000000e+02
3.090000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 1.178986e-03 1.467363e-06 2.000000e+02
3.190000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 1.288351e-03 1.607552e-06 2.000000e+02
3.290000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 1.401209e-03 1.755694e-06 2.000000e+02
3.390000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 1.517126e-03 1.911899e-06 2.000000e+02
3.490000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 1.635644e-03 2.076267e-06 2.000000e+02
3.590000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 1.756286e-03 2.248885e-06 2.000000e+02
3.690000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 1.878560e-03 2.429829e-06 2.000000e+02
3.790000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 2.001967e-03 2.619160e-06 2.000000e+02
3.890000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 2.126002e-03 2.816927e-06 2.000000e+02
3.990000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 2.250165e-03 3.023169e-06 2.000000e+02
4.090000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 2.373959e-03 3.237906e-06 2.000000e+02
4.190000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 2.496901e-03 3.461151e-06 2.000000e+02
4.290000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 2.618523e-03 3.692898e-06 2.000000e+02
4.390000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 2.738379e-03 3.933131e-06 2.000000e+02
4.490000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 2.856045e-03 4.181819e-06 2.000000e+02
4.590000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 2.971126e-03 4.438917e-06 2.000000e+02
4.690000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 3.083258e-03 4.704365e-06 2.000000e+02
4.790000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 3.192111e-03 4.978091e-06 2.000000e+02
4.890000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 3.297390e-03 5.260007e-06 2.000000e+02
4.990000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 3.398837e-03 5.550012e-06 2.000000e+02
5.090000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 3.496232e-03 5.847989e-06 2.000000e+02
5.190000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 3.589394e-03 6.153808e-06 2.000000e+02
5.290000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 3.678182e-03 6.467324e-06 2.000000e+02
5.390000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 3.762489e-03 6.788377e-06 2.000000e+02
5.490000e+01 -1.640879e+03 1.682510e+03 -1.088219e+02 0.000000e+00 -6.719059e+01 2.000000e+02 3.842250e-03 7.116795e-06 2.000000e+02
