0,-0
0.1,-4.33003978011319e-12
0.2,-3.4640126408898e-11
0.3,-1.16910161143004e-10
0.4,-2.77118928610232e-10
0.5,-5.41243596443446e-10
0.6,-9.35259715280578e-10
0.7,-1.48513707997045e-09
0.8,-2.2168467351331e-09
0.9,-3.15636048123296e-09
1,-4.3296442359556e-09
1.1,-5.76265803420777e-09
1.2,-7.48135602811734e-09
1.3,-9.51168648703337e-09
1.4,-1.18795917975261e-08
1.5,-1.46110084633867e-08
1.6,-1.7731867105628e-08
1.7,-2.12680924624834e-08
1.8,-2.52456033894079e-08
1.9,-2.96903128590774e-08
2,-3.46281258407067e-08
2.1,-4.00849284464062e-08
2.2,-4.60866077808954e-08
2.3,-5.26590415234517e-08
2.4,-5.98280952844003e-08
2.5,-6.76196226051139e-08
2.6,-7.60594649580128e-08
2.7,-8.51734517465652e-08
2.8,-9.49874003052867e-08
2.9,-1.05527115899741e-07
3,-1.16818391726538e-07
3.1,-1.28887008913338e-07
3.2,-1.41758736518846e-07
3.3,-1.55459331532817e-07
3.4,-1.70014531313713e-07
3.5,-1.85450055988685e-07
3.6,-2.01791616624425e-07
3.7,-2.19064906400164e-07
3.8,-2.37295600585431e-07
3.9,-2.56509356540047e-07
4,-2.76731813714131e-07
4.1,-2.97988593648092e-07
4.2,-3.20305299972638e-07
4.3,-3.43707518408769e-07
4.4,-3.6822081676778e-07
4.5,-3.93870744951263e-07
4.6,-4.20682830781612e-07
4.7,-4.48682577979223e-07
4.8,-4.77895474898955e-07
4.9,-5.08346986896765e-07
5,-5.40062556131838e-07
5.1,-5.73067601566582e-07
5.2,-6.07387518966634e-07
5.3,-6.43047680900856e-07
5.4,-6.80073436741335e-07
5.5,-7.18490112663387e-07
5.6,-7.58323011645551e-07
5.7,-7.99597411647256e-07
5.8,-8.42338560583313e-07
5.9,-8.8657168535744e-07
6,-9.32321985524436e-07
6.1,-9.79614632521043e-07
6.2,-1.02847476966594e-06
6.3,-1.07892751215974e-06
6.4,-1.130997947085e-06
6.5,-1.18471113340622e-06
6.6,-1.24009210196984e-06
6.7,-1.29716585550422e-06
6.8,-1.35595736458784e-06
6.9,-1.41649156863571e-06
7,-1.47879337909631e-06
7.1,-1.54288767463961e-06
7.2,-1.60879930114774e-06
7.3,-1.67655307171497e-06
7.4,-1.74617376664771e-06
7.5,-1.81768613346453e-06
7.6,-1.89111488689611e-06
7.7,-1.96648470888531e-06
7.8,-2.04382024666508e-06
7.9,-2.12314610975913e-06
8,-2.20448687597486e-06
8.1,-2.28786708619447e-06
8.2,-2.37331124403887e-06
8.3,-2.4608438158676e-06
8.4,-2.55048923077888e-06
8.5,-2.64227188060958e-06
8.6,-2.73621611993523e-06
8.7,-2.83234626607002e-06
8.8,-2.93068659699959e-06
8.9,-3.03126134925219e-06
9,-3.13409472271269e-06
9.1,-3.23921087589169e-06
9.2,-3.34663392572946e-06
9.3,-3.45638794759594e-06
9.4,-3.56849697529069e-06
9.5,-3.68298500104296e-06
9.6,-3.79987597551165e-06
9.7,-3.91919380776886e-06
9.8,-4.04096236149795e-06
9.9,-4.16520545740717e-06
10,-4.29194687334351e-06
10.1,-4.42121034141855e-06
10.2,-4.55301954800845e-06
10.3,-4.68739813375398e-06
10.4,-4.82436969356052e-06
10.5,-4.96395777659803e-06
10.6,-5.10618588630109e-06
10.7,-5.25107747931482e-06
10.8,-5.39865596221297e-06
10.9,-5.5489446963549e-06
11,-5.70196699382961e-06
11.1,-5.85774611695547e-06
11.2,-6.01630527828014e-06
11.3,-6.17766764058064e-06
11.4,-6.34185631686328e-06
11.5,-6.50889437036374e-06
11.6,-6.67880481431393e-06
11.7,-6.85161060806371e-06
11.8,-7.02733466104711e-06
11.9,-7.2059998304565e-06
12,-7.38762891979786e-06
12.1,-7.57224467889082e-06
12.2,-7.75986980386864e-06
12.3,-7.9505269371782e-06
12.4,-8.14423866758004e-06
12.5,-8.34102753009465e-06
12.6,-8.5409160026032e-06
12.7,-8.74392650840838e-06
12.8,-8.95008141532817e-06
12.9,-9.15940303369044e-06
13,-9.37191361633303e-06
13.1,-9.58763535860367e-06
13.2,-9.80659039836004e-06
13.3,-1.00288008159698e-05
13.4,-1.02542886342656e-05
13.5,-1.04830758153559e-05
13.6,-1.07151842629126e-05
13.7,-1.09506358213576e-05
13.8,-1.11894522739253e-05
13.9,-1.14316553426626e-05
14,-1.16772666884289e-05
14.1,-1.19263079108958e-05
14.2,-1.21788005485475e-05
14.3,-1.24347660785363e-05
14.4,-1.26942259134227e-05
14.5,-1.29572014041282e-05
14.6,-1.32237138381624e-05
14.7,-1.34937844382513e-05
14.8,-1.37674343623377e-05
14.9,-1.40446847035809e-05
15,-1.43255564903572e-05
15.1,-1.46100706862593e-05
15.2,-1.48982481895965e-05
15.3,-1.51901098304411e-05
15.4,-1.54856763740691e-05
15.5,-1.5784968518107e-05
15.6,-1.60880068919004e-05
15.7,-1.6394812056514e-05
15.8,-1.67054045047318e-05
15.9,-1.70198046610568e-05
16,-1.73380328817112e-05
16.1,-1.76601094532508e-05
16.2,-1.79860545912831e-05
16.3,-1.83158884427573e-05
16.4,-1.86496310830288e-05
16.5,-1.898730251577e-05
16.6,-1.93289226729702e-05
16.7,-1.96745114149363e-05
16.8,-2.00240885302917e-05
16.9,-2.03776737358894e-05
17,-2.07352866740358e-05
17.1,-2.10969469147074e-05
17.2,-2.14626739542061e-05
17.3,-2.18324872138423e-05
17.4,-2.22064060399345e-05
17.5,-2.25844497038096e-05
17.6,-2.2966637401803e-05
