0,2.132437631964697e-15
0.1,-2.950362969612961e-14
0.2,-3.805573986091684e-13
0.3,-1.83228028561265e-12
0.4,-5.896855357798939e-12
0.5,-1.50350570548804e-11
0.6000000000000001,-3.285967910260628e-11
0.7000000000000001,-6.430330747720205e-11
0.8,-1.157787999926164e-10
0.9,-1.952976168235815e-10
1,-3.125836196870083e-10
1.1,-4.791374884469037e-10
1.2,-7.082963223505349e-10
1.3,-1.015267572568096e-09
1.4,-1.417126564492587e-09
1.5,-1.932820439234841e-09
1.6,-2.583120995585959e-09
1.7,-3.390594200422623e-09
1.8,-4.379540899558535e-09
1.9,-5.575926516002009e-09
2,-7.007307443470485e-09
2.1,-8.702758005262263e-09
2.2,-1.069278497570301e-08
2.3,-1.30092531211521e-08
2.4,-1.56853066815663e-08
2.5,-1.875530713320219e-08
2.6,-2.225476603001653e-08
2.7,-2.622029561741702e-08
2.8,-3.068956402015369e-08
2.9,-3.570126214880935e-08
3,-4.129508192170163e-08
3.1,-4.751171745165069e-08
3.2,-5.439284210065625e-08
3.3,-6.198114201898708e-08
3.4,-7.032031956532387e-08
3.5,-7.945513421633637e-08
3.6,-8.943143134823952e-08
3.7,-1.002961893944651e-07
3.8,-1.120975731646375e-07
3.9,-1.24884977342006e-07
4,-1.387090955979448e-07
4.100000000000001,-1.536219681293129e-07
4.2,-1.696770537903155e-07
4.3,-1.869292793001045e-07
4.4,-2.054351074620253e-07
4.5,-2.252525867851114e-07
4.600000000000001,-2.464414167302324e-07
4.7,-2.690629919992107e-07
4.800000000000001,-2.931804680834081e-07
4.9,-3.188587957273143e-07
5,-3.461647788279248e-07
5.100000000000001,-3.751671138598552e-07
5.2,-4.059364335689056e-07
5.300000000000001,-4.385453455268322e-07
5.4,-4.730684728536014e-07
5.5,-5.095824874723639e-07
5.600000000000001,-5.481661386725982e-07
5.7,-5.889002983864482e-07
5.800000000000001,-6.31867980635894e-07
5.9,-6.771543776758248e-07
6,-7.248468909009558e-07
6.100000000000001,-7.750351539628081e-07
6.2,-8.278110598251604e-07
6.300000000000001,-8.832687896314197e-07
6.4,-9.415048292809344e-07
6.5,-1.002617999611394e-06
6.600000000000001,-1.066709466527823e-06
6.7,-1.133882760880999e-06
6.800000000000001,-1.204243795475111e-06
6.9,-1.27790086996548e-06
7,-1.354964681888856e-06
7.100000000000001,-1.435548332689844e-06
7.2,-1.519767320480603e-06
7.300000000000001,-1.607739548113111e-06
7.4,-1.699585310444289e-06
7.5,-1.795427285992469e-06
7.600000000000001,-1.895390519249555e-06
7.7,-1.999602412478116e-06
7.800000000000001,-2.108192701169597e-06
7.9,-2.22129343035993e-06
8,-2.339038937805961e-06
8.1,-2.4615658219488e-06
8.200000000000001,-2.589012920255467e-06
8.300000000000001,-2.721521273468851e-06
8.4,-2.859234108466466e-06
8.5,-3.002296807316351e-06
8.6,-3.150856876786372e-06
8.700000000000001,-3.305063924107106e-06
8.800000000000001,-3.465069637732668e-06
8.9,-3.631027758128512e-06
9,-3.803094059708404e-06
9.1,-3.981426333881299e-06
9.200000000000001,-4.166184378300714e-06
9.300000000000001,-4.357529968520213e-06
9.4,-4.555626857903855e-06
9.5,-4.760640769524058e-06
9.600000000000001,-4.972739388491845e-06
9.700000000000001,-5.19209235106332e-06
9.800000000000001,-5.418871251462233e-06
9.9,-5.653249636909771e-06
10,-5.895403006616262e-06
10.1,-6.145508814710786e-06
10.2,-6.40374647070392e-06
10.3,-6.670297354765013e-06
10.4,-6.945344804867881e-06
10.5,-7.229074130665997e-06
10.6,-7.521672614960282e-06
10.7,-7.823329521911069e-06
10.8,-8.1342360944924e-06
10.9,-8.454585562226282e-06
11,-8.784573142291618e-06
11.1,-9.124396050878185e-06
11.2,-9.474253487011856e-06
11.3,-9.834346654017246e-06
11.4,-1.020487874611113e-05
11.5,-1.058605495658771e-05
11.6,-1.097808247110517e-05
11.7,-1.138117047864453e-05
11.8,-1.179553015513506e-05
11.9,-1.222137466849098e-05
12,-1.265891917722481e-05
12.1,-1.310838082757527e-05
12.2,-1.356997874256416e-05
12.3,-1.404393402428005e-05
12.4,-1.453046973872189e-05
12.5,-1.502981092455597e-05
12.6,-1.554218457052977e-05
12.7,-1.606781961017263e-05
12.8,-1.660694691198183e-05
12.9,-1.715979926967127e-05
13,-1.77266113841998e-05
13.1,-1.830761985381277e-05
13.2,-1.890306315603413e-05
13.3,-1.951318162543081e-05
13.4,-2.013821744381117e-05
13.5,-2.077841460591118e-05
13.6,-2.143401890428327e-05
13.7,-2.210527790526219e-05
13.8,-2.279244091848791e-05
13.9,-2.349575897594286e-05
14,-2.421548479286672e-05
14.1,-2.495187274622083e-05
14.2,-2.570517884248845e-05
14.3,-2.647566068375053e-05
14.4,-2.726357743529167e-05
14.5,-2.806918979306801e-05
14.6,-2.889275995319844e-05
14.7,-2.973455157027276e-05
14.8,-3.059482973982546e-05
14.9,-3.14738609428299e-05
15,-3.237191303117357e-05
15.1,-3.32892551903782e-05
15.2,-3.422615790315902e-05
15.3,-3.518289292465905e-05
15.4,-3.615973324484312e-05
15.5,-3.715695307377983e-05
15.6,-3.817482779081591e-05
15.7,-3.921363393782906e-05
15.8,-4.027364917948508e-05
15.9,-4.135515228396352e-05
16,-4.24584230946717e-05
16.1,-4.358374250607163e-05
16.2,-4.473139244160168e-05
16.3,-4.59016558378982e-05
16.4,-4.709481661061151e-05
16.5,-4.831115963944673e-05
16.6,-4.955097074860627e-05
16.7,-5.081453668452033e-05
16.8,-5.210214510060194e-05
16.9,-5.341408453790218e-05
